exercise_id,source_id,name,canonical_id,canonical_name,bodyPart,target,equipment,equipment_category,equipment_list,needs_machine,Level,Split_Type,movement_pattern,is_compound,focus_zone,muscle_chain,body_region,default_sets,default_reps_min,default_reps_max,instruction_steps,secondary_muscle_count,secondaryMuscles/0,secondaryMuscles/1,secondaryMuscles/2,secondaryMuscles/3,secondaryMuscles/4,secondaryMuscles/5
1,7,alternate lateral pulldown,5,alternate lateral pulldown,back,lats,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,biceps,rhomboids,,,,
2,3293,archer pull up,7,archer pull up,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
3,15,assisted parallel close grip pull-up,22,assisted parallel close grip pull-up,back,lats,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
4,17,assisted pull-up,26,assisted pull-up,back,lats,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
5,1431,assisted standing chin-up,30,assisted standing chin-up,back,lats,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
6,1432,assisted standing pull-up,31,assisted standing pull-up,back,lats,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
7,1405,back pec stretch,39,back pec stretch,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,shoulders,chest,,,,
8,970,band assisted pull-up,44,band assisted pull-up,back,lats,band,bands,band,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
9,974,band close-grip pulldown,49,band close-grip pulldown,back,lats,band,bands,band,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
10,3117,band fixed back close grip pulldown,52,band fixed back close grip pulldown,back,lats,band,bands,band,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,8,2,biceps,forearms,,,,
11,3116,band fixed back underhand pulldown,53,band fixed back underhand pulldown,back,lats,band,bands,band,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,9,3,biceps,rhomboids,rear deltoids,,,
12,983,band kneeling one arm pulldown,59,band kneeling one arm pulldown,back,lats,band,bands,band,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,rhomboids,,,,
13,1013,band underhand pulldown,91,band underhand pulldown,back,lats,band,bands,band,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
14,1316,barbell bent arm pullover,100,barbell bent arm pullover,back,lats,barbell,free_weight,barbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,triceps,chest,,,,
15,34,barbell decline bent arm pullover,109,barbell decline bent arm pullover,back,lats,barbell,free_weight,barbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,triceps,chest,,,,
16,37,barbell decline wide-grip pullover,113,barbell decline wide-grip pullover,back,lats,barbell,free_weight,barbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,triceps,chest,,,,
17,73,barbell pullover,161,barbell pullover,back,lats,barbell,free_weight,barbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,chest,triceps,,,,
18,22,barbell pullover to press,162,barbell pullover to press,back,lats,barbell,free_weight,barbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,3,triceps,chest,shoulders,,,
19,3019,bench pull-ups,235,bench pull-ups,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
20,150,cable bar lateral pulldown,260,cable bar lateral pulldown,back,lats,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,3,biceps,rhomboids,rear deltoids,,,
21,153,cable cross-over lateral pulldown,265,cable cross-over lateral pulldown,back,lats,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,3,biceps,rhomboids,rear deltoids,,,
22,172,cable incline pushdown,286,cable incline pushdown,back,lats,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,triceps,shoulders,,,,
23,2330,cable lat pulldown full range of motion,293,cable lat pulldown full range of motion,back,lats,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,3,biceps,rhomboids,rear deltoids,,,
24,177,cable lateral pulldown (with rope attachment),294,cable lateral pulldown,back,lats,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,8,2,biceps,forearms,,,,
25,2616,cable lateral pulldown with v-bar,295,cable lateral pulldown with v-bar,back,lats,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
26,184,cable lying extension pullover (with rope attachment),301,cable lying extension pullover,back,lats,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,triceps,shoulders,,,,
27,3563,cable one arm pulldown,316,cable one arm pulldown,back,lats,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,9,2,biceps,forearms,,,,
28,198,cable pulldown,327,cable pulldown,back,lats,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
29,197,cable pulldown (pro lat bar),327,cable pulldown,back,lats,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
30,199,cable pushdown (straight arm) v. 2,329,cable pushdown,back,lats,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,triceps,shoulders,,,,
31,205,cable rear pulldown,332,cable rear pulldown,back,lats,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,3,biceps,rhomboids,rear deltoids,,,
32,213,cable seated high row (v-bar),354,cable seated high row,back,lats,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,3,biceps,rhomboids,rear deltoids,,,
33,1717,cable squat row (with rope attachment),368,cable squat row,back,lats,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,8,3,biceps,rhomboids,rear deltoids,,,
34,238,cable straight arm pulldown,387,cable straight arm pulldown,back,lats,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,shoulders,biceps,,,,
35,237,cable straight arm pulldown (with rope),387,cable straight arm pulldown,back,lats,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
36,2464,cable thibaudeau kayak row,390,cable thibaudeau kayak row,back,lats,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,3,biceps,rhomboids,rear deltoids,,,
37,244,cable twisting pull,394,cable twisting pull,back,lats,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,8,2,shoulders,biceps,,,,
38,245,cable underhand pulldown,397,cable underhand pulldown,back,lats,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
39,1325,cable wide grip rear pulldown behind neck,401,cable wide grip rear pulldown behind neck,back,lats,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,3,biceps,rhomboids,rear deltoids,,,
40,1326,chin-up,414,chin-up,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,biceps,forearms,,,,
41,1327,close grip chin-up,419,close grip chin-up,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
42,1332,exercise ball alternating arm ups,711,exercise ball alternating arm ups,back,lats,stability ball,bodyweight_stability,stability ball,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,shoulders,core,,,,
43,1339,exercise ball lat stretch,719,exercise ball lat stretch,back,lats,stability ball,bodyweight_stability,stability ball,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,shoulders,triceps,,,,
44,1341,exercise ball lower back stretch (pyramid),720,exercise ball lower back stretch,back,lats,stability ball,bodyweight_stability,stability ball,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,glutes,hamstrings,,,,
45,1342,exercise ball lying side lat stretch,721,exercise ball lying side lat stretch,back,lats,stability ball,bodyweight_stability,stability ball,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,shoulders,triceps,,,,
46,3010,ez bar lying bent arms pullover,731,ez bar lying bent arms pullover,back,lats,ez barbell,free_weight,ez barbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,triceps,chest,,,,
47,466,gironda sternum chin,769,gironda sternum chin,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,3,biceps,rhomboids,rear deltoids,,,
48,558,kipping muscle up,863,kipping muscle up,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,4,biceps,triceps,shoulders,core,,
49,1346,kneeling lat stretch,866,kneeling lat stretch,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,shoulders,triceps,,,,
50,3418,l-pull-up,870,l-pull-up,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
51,572,lever assisted chin-up,880,lever assisted chin-up,back,lats,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
52,579,lever front pulldown,890,lever front pulldown,back,lats,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,3,biceps,rhomboids,rear deltoids,,,
53,1347,lever one arm lateral wide pulldown,908,lever one arm lateral wide pulldown,back,lats,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,3,biceps,rhomboids,rear deltoids,,,
54,2285,lever pullover,912,lever pullover,back,lats,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,triceps,shoulders,,,,
55,2736,lever reverse grip lateral pulldown,913,lever reverse grip lateral pulldown,back,lats,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,3,biceps,rhomboids,rear deltoids,,,
56,1353,medicine ball catch and overhead throw,951,medicine ball catch and overhead throw,back,lats,medicine ball,medicine_ball,medicine ball,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,shoulders,core,,,,
57,627,mixed grip chin-up,960,mixed grip chin-up,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
58,631,muscle up,965,muscle up,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,4,biceps,triceps,shoulders,chest,,
59,1401,muscle-up (on vertical bar),966,muscle-up,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,3,biceps,triceps,forearms,,,
60,1355,one arm against wall,974,one arm against wall,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,shoulders,triceps,,,,
61,638,one arm chin-up,975,one arm chin-up,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
62,651,pull up (neutral grip),998,pull up,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
63,652,pull-up,1000,pull-up,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,biceps,forearms,,,,
64,670,rear pull-up,1017,rear pull-up,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
65,673,reverse grip machine lat pulldown,1028,reverse grip machine lat pulldown,back,lats,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
66,674,reverse grip pull-up,1029,reverse grip pull-up,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
67,678,rocky pull-up pulldown,1035,rocky pull-up pulldown,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
68,2207,roller side lat stretch,1043,roller side lat stretch,back,lats,roller,other,roller,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,shoulders,triceps,,,,
69,690,seated lower back stretch,1055,seated lower back stretch,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,glutes,hamstrings,,,,
70,1763,shoulder grip pull-up,1062,shoulder grip pull-up,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,biceps,forearms,,,,
71,1358,side lying floor stretch,1069,side lying floor stretch,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,obliques,glutes,,,,
72,720,side-to-side chin,1075,side-to-side chin,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
73,794,standing lateral stretch,1168,standing lateral stretch,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,shoulders,obliques,,,,
74,818,twin handle parallel grip lat pulldown,1194,twin handle parallel grip lat pulldown,back,lats,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,8,3,biceps,rhomboids,rear deltoids,,,
75,2987,weighted close grip chin-up on dip cage,1208,weighted close grip chin-up on dip cage,back,lats,weighted,other,weighted,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
76,3286,weighted muscle up,1220,weighted muscle up,back,lats,weighted,other,weighted,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,4,biceps,triceps,shoulders,chest,,
77,3312,weighted muscle up (on bar),1220,weighted muscle up,back,lats,weighted,other,weighted,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,4,biceps,triceps,shoulders,forearms,,
78,3290,weighted one hand pull up,1221,weighted one hand pull up,back,lats,weighted,other,weighted,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
79,841,weighted pull-up,1223,weighted pull-up,back,lats,weighted,other,weighted,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
80,1429,wide grip pull-up,1241,wide grip pull-up,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,biceps,forearms,,,,
81,1367,wide grip rear pull-up,1242,wide grip rear pull-up,back,lats,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
82,1314,back extension on exercise ball,37,back extension on exercise ball,back,spine,stability ball,bodyweight_stability,stability ball,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,5,2,glutes,hamstrings,,,,
83,1010,band straight leg deadlift,88,band straight leg deadlift,back,spine,band,bands,band,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,7,2,hamstrings,glutes,,,,
84,1333,exercise ball back extension with arms extended,712,exercise ball back extension with arms extended,back,spine,stability ball,bodyweight_stability,stability ball,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,5,2,glutes,hamstrings,,,,
85,1334,exercise ball back extension with hands behind head,713,exercise ball back extension with hands behind head,back,spine,stability ball,bodyweight_stability,stability ball,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,6,2,glutes,hamstrings,,,,
86,1335,exercise ball back extension with knees off ground,714,exercise ball back extension with knees off ground,back,spine,stability ball,bodyweight_stability,stability ball,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,5,2,glutes,hamstrings,,,,
87,1336,exercise ball back extension with rotation,715,exercise ball back extension with rotation,back,spine,stability ball,bodyweight_stability,stability ball,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,6,2,glutes,hamstrings,,,,
88,1338,exercise ball hug,718,exercise ball hug,back,spine,stability ball,bodyweight_stability,stability ball,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,6,2,shoulders,chest,,,,
89,1343,exercise ball prone leg raise,726,exercise ball prone leg raise,back,spine,stability ball,bodyweight_stability,stability ball,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,5,2,abdominals,glutes,,,,
90,489,hyperextension,796,hyperextension,back,spine,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,5,2,glutes,hamstrings,,,,
91,488,hyperextension (on bench),796,hyperextension,back,spine,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,5,2,glutes,hamstrings,,,,
92,573,lever back extension,881,lever back extension,back,spine,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,7,2,glutes,hamstrings,,,,
93,1352,lower back curl,942,lower back curl,back,spine,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,4,2,glutes,hamstrings,,,,
94,2208,roller back stretch,1036,roller back stretch,back,spine,roller,other,roller,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,6,2,hamstrings,glutes,,,,
95,1362,sphinx,1151,sphinx,back,spine,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,5,2,glutes,hamstrings,,,,
96,1363,spine stretch,1153,spine stretch,back,spine,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,6,2,hamstrings,glutes,,,,
97,1364,standing pelvic tilt,1169,standing pelvic tilt,back,spine,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,5,1,abdominals,,,,,
98,3231,two toe touch (male),1197,two toe touch,back,spine,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,5,2,hamstrings,glutes,,,,
99,1366,upward facing dog,1199,upward facing dog,back,spine,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,6,2,shoulders,chest,,,,
100,835,weighted hyperextension (on stability ball),1217,weighted hyperextension,back,spine,weighted,other,weighted,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,5,2,glutes,hamstrings,,,,
101,1018,band shrug,75,band shrug,back,traps,band,bands,band,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,5,1,shoulders,,,,,
102,95,barbell shrug,189,barbell shrug,back,traps,barbell,free_weight,barbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,5,1,shoulders,,,,,
103,220,cable shrug,364,cable shrug,back,traps,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,5,1,shoulders,,,,,
104,305,dumbbell decline shrug,471,dumbbell decline shrug,back,traps,dumbbell,free_weight,dumbbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,6,2,shoulders,rhomboids,,,,
105,304,dumbbell decline shrug v. 2,471,dumbbell decline shrug,back,traps,dumbbell,free_weight,dumbbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,6,2,shoulders,rhomboids,,,,
106,329,dumbbell incline shrug,509,dumbbell incline shrug,back,traps,dumbbell,free_weight,dumbbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,5,1,shoulders,,,,,
107,406,dumbbell shrug,651,dumbbell shrug,back,traps,dumbbell,free_weight,dumbbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,5,1,shoulders,,,,,
108,548,kettlebell sumo high pull,854,kettlebell sumo high pull,back,traps,kettlebell,free_weight,kettlebell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,6,3,shoulders,glutes,hamstrings,,,
109,580,lever gripless shrug,891,lever gripless shrug,back,traps,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,5,2,shoulders,forearms,,,,
110,1439,lever gripless shrug v. 2,891,lever gripless shrug,back,traps,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,5,2,shoulders,forearms,,,,
111,604,lever shrug,933,lever shrug,back,traps,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,5,1,shoulders,,,,,
112,3012,scapula dips,1048,scapula dips,back,traps,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,5,2,rhomboids,deltoids,,,,
113,688,scapular pull-up,1050,scapular pull-up,back,traps,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,5,3,biceps,rhomboids,rear deltoids,,,
114,746,smith back shrug,1102,smith back shrug,back,traps,smith machine,machine,smith machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,6,1,shoulders,,,,,
115,767,smith shrug,1136,smith shrug,back,traps,smith machine,machine,smith machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Mixed,Limbs,3,8,12,6,1,shoulders,,,,,
116,3297,back lever,38,back lever,back,upper back,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,3,biceps,forearms,core,,,
117,988,band one arm standing low row,65,band one arm standing low row,back,upper back,band,bands,band,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,shoulders,,,,
118,990,band one arm twisting seated row,67,band one arm twisting seated row,back,upper back,band,bands,band,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,shoulders,,,,
119,27,barbell bent over row,101,barbell bent over row,back,upper back,barbell,free_weight,barbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
120,49,barbell incline row,131,barbell incline row,back,upper back,barbell,free_weight,barbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
