exercise_id,source_id,name,canonical_id,canonical_name,bodyPart,target,equipment,equipment_category,equipment_list,needs_machine,Level,Split_Type,movement_pattern,is_compound,focus_zone,muscle_chain,body_region,default_sets,default_reps_min,default_reps_max,instruction_steps,secondary_muscle_count,secondaryMuscles/0,secondaryMuscles/1,secondaryMuscles/2,secondaryMuscles/3,secondaryMuscles/4,secondaryMuscles/5
1087,496,inverse leg curl (bench support),807,inverse leg curl,upper legs,hamstrings,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Hip Dominant,True,Lower Body,Posterior,Limbs,3,8,12,5,2,glutes,calves,,,,
1088,2400,inverse leg curl (on pull-up cable machine),807,inverse leg curl,upper legs,hamstrings,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Hip Dominant,True,Lower Body,Posterior,Limbs,3,8,12,6,2,glutes,calves,,,,
1089,535,kettlebell hang clean,839,kettlebell hang clean,upper legs,hamstrings,kettlebell,free_weight,kettlebell,False,Intermediate,"Legs,Lower,Full Body",Hip Dominant,True,Lower Body,Posterior,Limbs,3,8,12,6,3,glutes,quadriceps,calves,,,
1090,555,kick out sit,862,kick out sit,upper legs,hamstrings,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Hip Dominant,True,Lower Body,Posterior,Limbs,3,8,12,5,2,quadriceps,glutes,,,,
1091,1576,leg up hamstring stretch,877,leg up hamstring stretch,upper legs,hamstrings,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Hip Dominant,True,Lower Body,Posterior,Limbs,3,8,12,5,1,glutes,,,,,
1092,582,lever kneeling leg curl,898,lever kneeling leg curl,upper legs,hamstrings,leverage machine,machine,leverage machine,True,Intermediate,"Legs,Lower,Full Body",Hip Dominant,True,Lower Body,Posterior,Limbs,3,8,12,7,1,glutes,,,,,
1093,586,lever lying leg curl,902,lever lying leg curl,upper legs,hamstrings,leverage machine,machine,leverage machine,True,Intermediate,"Legs,Lower,Full Body",Hip Dominant,True,Lower Body,Posterior,Limbs,3,8,12,7,1,calves,,,,,
1094,3195,lever lying two-one leg curl,903,lever lying two-one leg curl,upper legs,hamstrings,leverage machine,machine,leverage machine,True,Intermediate,"Legs,Lower,Full Body",Hip Dominant,True,Lower Body,Posterior,Limbs,3,8,12,6,1,glutes,,,,,
1095,599,lever seated leg curl,927,lever seated leg curl,upper legs,hamstrings,leverage machine,machine,leverage machine,True,Intermediate,"Legs,Lower,Full Body",Hip Dominant,True,Lower Body,Posterior,Limbs,3,8,12,7,1,calves,,,,,
1096,648,power clean,994,power clean,upper legs,hamstrings,barbell,free_weight,barbell,False,Intermediate,"Legs,Lower,Full Body",Hip Dominant,True,Lower Body,Posterior,Limbs,3,8,12,8,3,glutes,quadriceps,calves,,,
1097,1582,reclining big toe pose with rope,1018,reclining big toe pose with rope,upper legs,hamstrings,rope,other,rope,False,Intermediate,"Legs,Lower,Full Body",Hip Dominant,True,Lower Body,Posterior,Limbs,3,8,12,6,2,calves,glutes,,,,
1098,1585,runners stretch,1046,runners stretch,upper legs,hamstrings,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Hip Dominant,True,Lower Body,Posterior,Limbs,3,8,12,5,2,calves,quadriceps,,,,
1099,1587,seated wide angle pose sequence,1058,seated wide angle pose sequence,upper legs,hamstrings,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Hip Dominant,True,Lower Body,Posterior,Limbs,3,8,12,8,2,quadriceps,calves,,,,
1100,697,self assisted inverse leg curl,1059,self assisted inverse leg curl,upper legs,hamstrings,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Hip Dominant,True,Lower Body,Posterior,Limbs,3,8,12,5,2,glutes,calves,,,,
1101,696,self assisted inverse leg curl (on floor),1059,self assisted inverse leg curl,upper legs,hamstrings,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Hip Dominant,True,Lower Body,Posterior,Limbs,3,8,12,7,2,glutes,calves,,,,
1102,730,single leg platform slide,1080,single leg platform slide,upper legs,hamstrings,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Hip Dominant,True,Lower Body,Posterior,Limbs,3,8,12,5,2,glutes,quadriceps,,,,
1103,1599,standing hamstring and calf stretch with strap,1167,standing hamstring and calf stretch with strap,upper legs,hamstrings,rope,other,rope,False,Intermediate,"Legs,Lower,Full Body",Hip Dominant,True,Lower Body,Posterior,Limbs,3,8,12,7,1,calves,,,,,
1104,795,standing single leg curl,1170,standing single leg curl,upper legs,hamstrings,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Hip Dominant,True,Lower Body,Posterior,Limbs,3,8,12,5,1,glutes,,,,,
1105,1604,world greatest stretch,1246,world greatest stretch,upper legs,hamstrings,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Hip Dominant,True,Lower Body,Posterior,Limbs,3,8,12,6,3,glutes,quadriceps,calves,,,
1106,1512,all fours squad stretch,3,all fours squad stretch,upper legs,quads,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,5,2,hamstrings,glutes,,,,
1107,1713,assisted prone lying quads stretch,24,assisted prone lying quads stretch,upper legs,quads,assisted,assisted,assisted,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,5,2,hamstrings,glutes,,,,
1108,1473,backward jump,40,backward jump,upper legs,quads,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,4,3,hamstrings,glutes,calves,,,
1109,20,balance board,41,balance board,upper legs,quads,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,5,3,calves,hamstrings,glutes,,,
1110,987,band one arm single leg split squat,64,band one arm single leg split squat,upper legs,quads,band,bands,band,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,6,2,glutes,hamstrings,,,,
1111,1001,band single leg split squat,79,band single leg split squat,upper legs,quads,band,bands,band,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,5,2,glutes,hamstrings,,,,
1112,24,barbell bench front squat,97,barbell bench front squat,upper legs,quads,barbell,free_weight,barbell,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,5,3,hamstrings,glutes,calves,,,
1113,26,barbell bench squat,99,barbell bench squat,upper legs,quads,barbell,free_weight,barbell,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,8,3,glutes,hamstrings,calves,,,
1114,28,barbell clean and press,103,barbell clean and press,upper legs,quads,barbell,free_weight,barbell,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,7,4,hamstrings,glutes,shoulders,triceps,,
1115,68,barbell one leg squat,152,barbell one leg squat,upper legs,quads,barbell,free_weight,barbell,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,5,3,glutes,hamstrings,calves,,,
1116,69,barbell overhead squat,153,barbell overhead squat,upper legs,quads,barbell,free_weight,barbell,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,5,4,glutes,hamstrings,calves,core,,
1117,98,barbell side split squat,191,barbell side split squat,upper legs,quads,barbell,free_weight,barbell,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,6,3,glutes,hamstrings,calves,,,
1118,97,barbell side split squat v. 2,191,barbell side split squat,upper legs,quads,barbell,free_weight,barbell,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,7,3,glutes,hamstrings,calves,,,
1119,99,barbell single leg split squat,193,barbell single leg split squat,upper legs,quads,barbell,free_weight,barbell,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,6,3,glutes,hamstrings,calves,,,
1120,2810,barbell split squat v. 2,197,barbell split squat,upper legs,quads,barbell,free_weight,barbell,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,5,3,glutes,hamstrings,calves,,,
1121,102,barbell squat (on knees),198,barbell squat,upper legs,quads,barbell,free_weight,barbell,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,6,3,glutes,hamstrings,calves,,,
1122,2798,barbell squat jump step rear lunge,199,barbell squat jump step rear lunge,upper legs,quads,barbell,free_weight,barbell,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,8,3,glutes,hamstrings,calves,,,
1123,124,barbell wide squat,224,barbell wide squat,upper legs,quads,barbell,free_weight,barbell,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,6,3,glutes,hamstrings,calves,,,
1124,1548,chair leg extended stretch,408,chair leg extended stretch,upper legs,quads,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,5,2,hamstrings,calves,,,,
1125,1760,dumbbell goblet squat,480,dumbbell goblet squat,upper legs,quads,dumbbell,free_weight,dumbbell,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,5,3,glutes,hamstrings,calves,,,
1126,410,dumbbell single leg split squat,659,dumbbell single leg split squat,upper legs,quads,dumbbell,free_weight,dumbbell,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,5,3,glutes,hamstrings,calves,,,
1127,2796,dumbbell step-up lunge,689,dumbbell step-up lunge,upper legs,quads,dumbbell,free_weight,dumbbell,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,6,3,glutes,hamstrings,calves,,,
1128,2812,dumbbell step-up split squat,690,dumbbell step-up split squat,upper legs,quads,dumbbell,free_weight,dumbbell,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,7,3,glutes,hamstrings,calves,,,
1129,2803,dumbbell supported squat,695,dumbbell supported squat,upper legs,quads,dumbbell,free_weight,dumbbell,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,5,3,glutes,hamstrings,calves,,,
1130,2133,farmers walk,752,farmers walk,upper legs,quads,dumbbell,free_weight,dumbbell,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,5,3,calves,forearms,core,,,
1131,1472,forward jump,758,forward jump,upper legs,quads,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,6,3,calves,hamstrings,glutes,,,
1132,1564,intermediate hip flexor and quad stretch,806,intermediate hip flexor and quad stretch,upper legs,quads,rope,other,rope,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,6,2,hamstrings,glutes,,,,
1133,2287,lever alternate leg press,878,lever alternate leg press,upper legs,quads,leverage machine,machine,leverage machine,True,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,7,2,hamstrings,glutes,,,,
1134,585,lever leg extension,901,lever leg extension,upper legs,quads,leverage machine,machine,leverage machine,True,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,6,1,hamstrings,,,,,
1135,613,lying (side) quads stretch,945,lying quads stretch,upper legs,quads,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,5,1,hamstrings,,,,,
1136,3533,quads,1011,quads,upper legs,quads,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,6,2,hamstrings,glutes,,,,
1137,3552,quick feet v. 2,1013,quick feet,upper legs,quads,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,4,2,calves,hamstrings,,,,
1138,3007,resistance band leg extension,1020,resistance band leg extension,upper legs,quads,resistance band,bands,resistance band,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,5,1,hamstrings,,,,,
1139,1489,sissy squat,1082,sissy squat,upper legs,quads,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,6,2,calves,glutes,,,,
1140,750,smith chair squat,1107,smith chair squat,upper legs,quads,smith machine,machine,smith machine,True,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,7,3,glutes,hamstrings,calves,,,
1141,768,smith single leg split squat,1137,smith single leg split squat,upper legs,quads,smith machine,machine,smith machine,True,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,6,2,glutes,hamstrings,,,,
1142,776,snatch pull,1149,snatch pull,upper legs,quads,barbell,free_weight,barbell,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,9,3,hamstrings,glutes,calves,,,
1143,2368,split squats,1155,split squats,upper legs,quads,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,6,3,glutes,hamstrings,calves,,,
1144,786,squat jerk,1156,squat jerk,upper legs,quads,barbell,free_weight,barbell,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,7,4,glutes,hamstrings,calves,core,,
1145,1705,squat on bosu ball,1157,squat on bosu ball,upper legs,quads,bosu ball,bodyweight_stability,bosu ball,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,7,3,glutes,hamstrings,calves,,,
1146,1685,squat to overhead reach,1158,squat to overhead reach,upper legs,quads,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,5,3,glutes,hamstrings,core,,,
1147,1686,squat to overhead reach with twist,1159,squat to overhead reach with twist,upper legs,quads,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,5,3,glutes,hamstrings,core,,,
1148,809,suspended split squat,1183,suspended split squat,upper legs,quads,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,5,3,glutes,hamstrings,calves,,,
1149,851,weighted sissy squat,1229,weighted sissy squat,upper legs,quads,weighted,other,weighted,False,Intermediate,"Legs,Lower,Full Body",Knee Dominant,True,Lower Body,Mixed,Limbs,3,8,12,6,3,glutes,hamstrings,calves,,,
1150,1,3/4 sit-up,0,3/4 sit-up,waist,abs,body weight,bodyweight,body weight,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,2,hip flexors,lower back,,,,
1151,2,45° side bend,1,45° side bend,waist,abs,body weight,bodyweight,body weight,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,1,obliques,,,,,
1152,3,air bike,2,air bike,waist,abs,body weight,bodyweight,body weight,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,1,hip flexors,,,,,
1153,6,alternate heel touchers,4,alternate heel touchers,waist,abs,body weight,bodyweight,body weight,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,1,obliques,,,,,
1154,2355,arm slingers hanging bent knee legs,9,arm slingers hanging bent knee legs,waist,abs,body weight,bodyweight,body weight,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,4,2,shoulders,back,,,,
1155,2333,arm slingers hanging straight legs,10,arm slingers hanging straight legs,waist,abs,body weight,bodyweight,body weight,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,4,2,shoulders,back,,,,
1156,3204,arms overhead full sit-up (male),12,arms overhead full sit-up,waist,abs,body weight,bodyweight,body weight,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,2,hip flexors,lower back,,,,
1157,11,assisted hanging knee raise,14,assisted hanging knee raise,waist,abs,assisted,assisted,assisted,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,1,hip flexors,,,,,
1158,10,assisted hanging knee raise with throw down,15,assisted hanging knee raise with throw down,waist,abs,assisted,assisted,assisted,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,4,2,hip flexors,lower back,,,,
1159,12,assisted lying leg raise with lateral throw down,19,assisted lying leg raise with lateral throw down,waist,abs,assisted,assisted,assisted,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,7,2,hip flexors,obliques,,,,
1160,13,assisted lying leg raise with throw down,20,assisted lying leg raise with throw down,waist,abs,assisted,assisted,assisted,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,8,2,hip flexors,quadriceps,,,,
1161,14,assisted motion russian twist,21,assisted motion russian twist,waist,abs,medicine ball,medicine_ball,medicine ball,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,2,obliques,lower back,,,,
1162,1714,assisted prone rectus femoris stretch,25,assisted prone rectus femoris stretch,waist,abs,assisted,assisted,assisted,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,1,quadriceps,,,,,
1163,1758,assisted sit-up,29,assisted sit-up,waist,abs,assisted,assisted,assisted,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,1,hip flexors,,,,,
1164,969,band alternating v-up,43,band alternating v-up,waist,abs,band,bands,band,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,1,hip flexors,,,,,
1165,971,band assisted wheel rollerout,45,band assisted wheel rollerout,waist,abs,band,bands,band,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,1,lower back,,,,,
1166,972,band bicycle crunch,48,band bicycle crunch,waist,abs,band,bands,band,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,2,hip flexors,obliques,,,,
1167,979,band horizontal pallof press,57,band horizontal pallof press,waist,abs,band,bands,band,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,9,2,obliques,glutes,,,,
1168,981,band jack knife sit-up,58,band jack knife sit-up,waist,abs,band,bands,band,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,4,1,hip flexors,,,,,
1169,985,band kneeling twisting crunch,60,band kneeling twisting crunch,waist,abs,band,bands,band,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,1,obliques,,,,,
1170,1002,band lying straight leg raise,62,band lying straight leg raise,waist,abs,band,bands,band,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,1,hip flexors,,,,,
1171,992,band push sit-up,69,band push sit-up,waist,abs,band,bands,band,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,2,shoulders,chest,,,,
1172,1011,band seated twist,73,band seated twist,waist,abs,band,bands,band,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,1,obliques,,,,,
1173,1005,band standing crunch,82,band standing crunch,waist,abs,band,bands,band,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,1,obliques,,,,,
1174,1007,band standing twisting crunch,84,band standing twisting crunch,waist,abs,band,bands,band,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,1,obliques,,,,,
1175,1014,band v-up,92,band v-up,waist,abs,band,bands,band,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,4,1,hip flexors,,,,,
1176,1015,band vertical pallof press,93,band vertical pallof press,waist,abs,band,bands,band,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,7,2,obliques,glutes,,,,
1177,71,barbell press sit-up,159,barbell press sit-up,waist,abs,barbell,free_weight,barbell,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,2,shoulders,chest,,,,
1178,84,barbell rollerout,177,barbell rollerout,waist,abs,barbell,free_weight,barbell,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,1,lower back,,,,,
1179,83,barbell rollerout from bench,178,barbell rollerout from bench,waist,abs,barbell,free_weight,barbell,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,2,shoulders,triceps,,,,
1180,94,barbell seated twist,188,barbell seated twist,waist,abs,barbell,free_weight,barbell,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,2,obliques,lower back,,,,
1181,96,barbell side bent v. 2,190,barbell side bent,waist,abs,barbell,free_weight,barbell,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,2,obliques,lower back,,,,
1182,2799,barbell sitted alternate leg raise,194,barbell sitted alternate leg raise,waist,abs,barbell,free_weight,barbell,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,4,1,hip flexors,,,,,
1183,2800,barbell sitted alternate leg raise (female),194,barbell sitted alternate leg raise,waist,abs,barbell,free_weight,barbell,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,2,hip flexors,quadriceps,,,,
1184,103,barbell standing ab rollerout,200,barbell standing ab rollerout,waist,abs,barbell,free_weight,barbell,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,2,shoulders,lower back,,,,
1185,112,barbell standing twist,212,barbell standing twist,waist,abs,barbell,free_weight,barbell,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,2,obliques,lower back,,,,
1186,3544,bodyweight incline side plank,242,bodyweight incline side plank,waist,abs,body weight,bodyweight,body weight,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,2,obliques,shoulders,,,,
1187,138,bottoms-up,251,bottoms-up,waist,abs,body weight,bodyweight,body weight,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,2,obliques,hip flexors,,,,
1188,2466,bridge - mountain climber (cross body),253,bridge - mountain climber,waist,abs,body weight,bodyweight,body weight,False,Intermediate,"Core,Full Body",Core,True,Core,Anterior,Trunk,3,12,15,7,5,glutes,quadriceps,hamstrings,shoulders,triceps,
1189,870,butt-ups,255,butt-ups,waist,abs,body weight,bodyweight,body weight,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,2,hip flexors,lower back,,,,
1190,174,cable judo flip,288,cable judo flip,waist,abs,cable,cable,cable,True,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,8,2,obliques,shoulders,,,,
1191,175,cable kneeling crunch,290,cable kneeling crunch,waist,abs,cable,cable,cable,True,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,1,obliques,,,,,
1192,873,cable reverse crunch,333,cable reverse crunch,waist,abs,cable,cable,cable,True,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,1,hip flexors,,,,,
1193,211,cable russian twists (on stability ball),350,cable russian twists,waist,abs,cable,cable,cable,True,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,2,obliques,lower back,,,,
1194,212,cable seated crunch,352,cable seated crunch,waist,abs,cable,cable,cable,True,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,1,obliques,,,,,
1195,2399,cable seated twist,361,cable seated twist,waist,abs,cable,cable,cable,True,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,1,obliques,,,,,
1196,222,cable side bend,365,cable side bend,waist,abs,cable,cable,cable,True,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,1,obliques,,,,,
1197,221,cable side bend crunch (bosu ball),366,cable side bend crunch,waist,abs,cable,cable,cable,True,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,1,obliques,,,,,
1198,223,cable side crunch,367,cable side crunch,waist,abs,cable,cable,cable,True,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,1,obliques,,,,,
1199,226,cable standing crunch,373,cable standing crunch,waist,abs,cable,cable,cable,True,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,1,obliques,,,,,
1200,874,cable standing crunch (with rope attachment),373,cable standing crunch,waist,abs,cable,cable,cable,True,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,1,obliques,,,,,
1201,230,cable standing lift,377,cable standing lift,waist,abs,cable,cable,cable,True,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,2,obliques,lower back,,,,
1202,242,cable tuck reverse crunch,392,cable tuck reverse crunch,waist,abs,cable,cable,cable,True,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,1,hip flexors,,,,,
1203,243,cable twist,393,cable twist,waist,abs,cable,cable,cable,True,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,7,1,obliques,,,,,
1204,862,cable twist (up-down),393,cable twist,waist,abs,cable,cable,cable,True,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,2,obliques,lower back,,,,
1205,2963,captains chair straight leg raise,407,captains chair straight leg raise,waist,abs,body weight,bodyweight,body weight,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,1,hip flexors,,,,,
1206,260,cocoons,421,cocoons,waist,abs,body weight,bodyweight,body weight,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,2,hip flexors,lower back,,,,
1207,1468,crab twist toe touch,422,crab twist toe touch,waist,abs,body weight,bodyweight,body weight,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,2,obliques,hip flexors,,,,
1208,262,cross body crunch,423,cross body crunch,waist,abs,body weight,bodyweight,body weight,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,1,obliques,,,,,
1209,267,crunch (hands overhead),424,crunch,waist,abs,body weight,bodyweight,body weight,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,5,1,hip flexors,,,,,
1210,271,crunch (on stability ball),424,crunch,waist,abs,stability ball,bodyweight_stability,stability ball,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,1,hip flexors,,,,,
1211,272,"crunch (on stability ball, arms straight)",424,crunch,waist,abs,stability ball,bodyweight_stability,stability ball,False,Intermediate,"Core,Full Body",Core,False,Core,Anterior,Trunk,3,12,15,6,1,hip flexors,,,,,
